CO2,VOC,RH,TEM,PM25,TIME
489,0,54.5,28.0,24,1639423050
484,0,54.5,28.0,24,1639423101
485,0,54.5,28.0,24,1639423152
485,0,54.5,28.0,24,1639423203
487,0,54.5,28.0,24,1639423253
494,0,54.5,28.0,24,1639423304
488,0,54.6,28.0,25,1639423355
490,0,54.5,28.0,24,1639423406
498,0,54.5,28.0,24,1639423457
489,0,54.6,28.0,23,1639423508
493,0,54.9,28.0,24,1639423559
495,0,54.8,28.0,23,1639423609
493,0,54.7,28.0,23,1639423660
490,0,54.9,28.0,24,1639423711
487,0,55.1,28.0,24,1639423762
504,0,55.2,28.0,24,1639423813
496,0,55.3,28.0,24,1639423864
494,0,55.3,28.0,23,1639423915
499,0,55.3,28.1,23,1639423965
498,0,55.5,28.0,24,1639424016
487,0,55.6,28.0,24,1639424067
493,0,55.6,28.0,24,1639424118
494,0,55.5,28.0,23,1639424170
483,0,55.4,28.0,24,1639424221
483,0,55.6,28.0,24,1639424272
494,0,55.6,28.1,24,1639424322
490,0,55.6,28.1,24,1639424373
490,0,55.6,28.1,24,1639424424
495,0,55.6,28.0,23,1639424475
490,0,55.5,28.0,23,1639424526
493,0,55.5,28.0,24,1639424577
489,0,55.7,28.0,24,1639424628
488,0,55.8,28.1,24,1639424679
494,0,55.9,28.0,24,1639424730
488,0,55.9,28.0,24,1639424781
496,0,55.9,28.0,24,1639424832
488,0,55.9,28.0,24,1639424883
494,0,55.9,28.0,24,1639424934
489,0,55.7,28.1,24,1639424985
484,0,55.7,28.1,24,1639425035
491,0,55.7,28.0,24,1639425086
487,0,55.8,28.1,24,1639425137
490,0,55.8,28.0,23,1639425188
494,0,55.8,28.0,24,1639425239
486,0,55.8,28.0,24,1639425290
498,0,55.7,28.1,25,1639425340
492,0,55.7,28.0,24,1639425391
492,0,55.7,28.1,24,1639425442
495,0,55.7,28.1,24,1639425493
506,0,55.8,28.1,24,1639425544
505,0,55.7,28.1,24,1639425595
504,0,55.7,28.1,24,1639425646
507,0,55.7,28.1,23,1639425697
523,0,55.7,28.1,24,1639425748
516,0,55.7,28.1,23,1639425799
513,0,55.7,28.0,24,1639425850
506,0,55.7,28.0,23,1639425900
505,0,55.6,28.0,24,1639425951
494,0,55.4,28.1,23,1639426002
490,0,55.2,28.0,24,1639426053
484,0,55.2,28.1,24,1639426104
488,0,55.1,28.0,24,1639426155
488,0,55.1,28.0,24,1639426206
479,0,55.1,28.0,24,1639426257
480,0,55.1,28.0,23,1639426308
489,0,55.1,28.0,24,1639426358
485,0,55.2,28.0,24,1639426409
488,0,55.1,28.0,24,1639426460
491,0,55.3,28.0,24,1639426511
486,0,55.2,28.0,24,1639426562
493,0,55.2,28.0,24,1639426613
488,0,55.2,28.0,24,1639426664
482,0,55.2,28.0,24,1639426715
483,0,55.2,28.0,23,1639426766
489,0,55.2,28.0,24,1639426817
489,0,55.2,28.0,23,1639426868
488,0,55.2,28.0,24,1639426919
491,0,55.2,28.0,23,1639426970
485,0,55.2,28.0,24,1639427020
491,0,55.2,28.0,24,1639427071
487,0,55.2,28.0,23,1639427122
486,0,55.3,28.0,24,1639427173
492,0,55.3,28.0,24,1639427224
491,0,55.3,28.0,24,1639427275
479,0,55.2,28.0,23,1639427325
486,0,55.2,28.0,23,1639427376
486,0,55.3,28.0,23,1639427427
487,0,55.3,28.0,22,1639427478
482,0,55.2,28.0,22,1639427529
481,0,55.2,28.0,23,1639427580
477,0,55.2,28.0,22,1639427631
487,0,55.3,28.0,22,1639427681
479,0,55.2,28.0,23,1639427732
473,0,55.2,28.0,23,1639427784
478,0,55.2,28.0,22,1639427834
477,0,55.3,28.0,22,1639427886
477,0,55.3,28.0,23,1639427937
477,0,55.3,28.0,22,1639427988
481,0,55.2,28.0,22,1639428039
480,0,55.2,28.0,22,1639428090
479,0,55.2,28.0,22,1639428141
480,0,55.3,28.0,22,1639428192
477,0,55.2,28.0,22,1639428242
473,0,55.3,28.0,21,1639428293
481,0,55.2,27.9,22,1639428344
477,0,55.2,28.0,21,1639428395
479,0,55.2,28.0,22,1639428446
477,0,55.2,28.0,21,1639428497
479,0,55.3,28.0,21,1639428548
473,0,55.2,28.0,21,1639428598
479,0,55.2,28.0,21,1639428650
475,0,55.2,28.0,21,1639428701
479,0,55.3,28.0,21,1639428752
477,0,55.2,28.0,22,1639428802
482,0,55.2,28.0,22,1639428853
475,0,55.3,27.9,21,1639428904
481,0,55.4,27.9,22,1639428956
484,0,55.5,27.9,21,1639429006
492,0,55.5,27.9,21,1639429057
480,0,55.6,27.9,22,1639429108
482,0,55.6,27.8,22,1639429159
486,0,55.7,27.8,22,1639429210
483,0,55.7,27.8,21,1639429261
486,0,55.8,27.8,21,1639429311
481,0,55.8,27.8,21,1639429362
482,0,55.9,27.7,20,1639429413
479,0,55.9,27.7,21,1639429464
488,0,56.0,27.7,21,1639429515
487,0,56.0,27.7,22,1639429566
486,0,56.1,27.7,21,1639429617
484,0,56.1,27.7,21,1639429668
487,0,56.2,27.7,22,1639429719
480,0,56.1,27.7,22,1639429770
487,0,56.2,27.7,21,1639429820
482,0,56.2,27.7,22,1639429871
481,0,56.2,27.6,23,1639429922
480,0,56.3,27.6,22,1639429973
482,0,56.3,27.6,22,1639430024
487,0,56.4,27.6,22,1639430075
488,0,56.4,27.6,22,1639430126
480,0,56.4,27.6,22,1639430176
480,0,56.5,27.6,22,1639430227
482,0,56.5,27.6,22,1639430279
482,0,56.6,27.6,21,1639430330
487,0,56.6,27.6,22,1639430380
487,0,56.6,27.6,22,1639430431
491,0,56.6,27.6,22,1639430482
479,0,56.6,27.6,23,1639430534
487,0,56.7,27.6,23,1639430584
483,0,56.7,27.6,22,1639430635
482,0,56.7,27.6,22,1639430686
487,0,56.7,27.6,24,1639430737
487,0,56.7,27.6,24,1639430788
487,0,56.6,27.6,23,1639430839
486,0,56.7,27.6,23,1639430890
485,0,56.7,27.6,23,1639430941
494,0,56.7,27.6,22,1639430992
487,0,56.7,27.6,23,1639431043
492,0,56.7,27.6,24,1639431094
487,0,56.6,27.6,23,1639431145
483,0,56.6,27.6,22,1639431196
488,0,56.6,27.6,23,1639431246
490,0,56.6,27.6,25,1639431297
492,0,56.6,27.6,23,1639431348
492,0,56.6,27.6,23,1639431399
486,0,56.6,27.6,23,1639431450
492,0,56.6,27.6,23,1639431501
488,0,56.6,27.6,23,1639431552
486,0,56.5,27.6,24,1639431610
494,0,56.5,27.6,23,1639431661
480,0,56.5,27.6,23,1639431712
500,0,56.5,27.6,23,1639431763
503,0,56.5,27.6,23,1639431813
494,0,56.4,27.6,24,1639431915
495,0,56.4,27.6,23,1639431966
499,0,56.5,27.5,24,1639432017
511,0,56.5,27.5,24,1639432070
506,0,56.5,27.6,24,1639432121
506,0,56.5,27.6,24,1639432172
500,0,56.5,27.5,25,1639432223
510,0,56.5,27.6,24,1639432274
493,0,56.5,27.6,24,1639432333
511,0,56.5,27.6,24,1639432384
500,0,56.4,27.6,24,1639432486
502,0,56.3,27.6,24,1639432539
504,0,56.3,27.6,24,1639432590
498,0,56.3,27.6,24,1639432641
510,0,56.3,27.6,25,1639432691
522,0,56.3,27.6,25,1639432742
519,0,56.3,27.6,25,1639432793
512,0,56.2,27.6,25,1639432844
511,0,56.2,27.6,24,1639432895
502,0,56.2,27.6,25,1639432946
505,0,56.2,27.6,24,1639432997
506,0,56.2,27.6,25,1639433150
500,0,56.3,27.6,26,1639433200
496,0,56.2,27.6,25,1639433251
504,0,56.2,27.6,25,1639433302
501,0,56.2,27.6,25,1639433353
506,0,56.2,27.6,24,1639433404
503,0,56.2,27.6,24,1639433455
515,0,56.2,27.7,23,1639433506
511,0,56.2,27.7,23,1639433557
509,0,56.1,27.7,24,1639433608
509,0,56.1,27.7,24,1639433659
506,0,56.0,27.7,24,1639433710
496,0,55.9,27.7,25,1639433760
500,0,55.9,27.8,24,1639433811
507,0,55.9,27.8,24,1639433862
525,0,55.8,27.8,23,1639433964
522,0,55.7,27.8,24,1639434015
514,0,55.7,27.8,24,1639434066
527,0,55.7,27.8,24,1639434118
532,0,55.7,27.9,24,1639434169
528,0,55.7,27.8,24,1639434220
529,0,55.6,27.9,24,1639434271
533,0,55.6,27.9,25,1639434321
534,0,55.6,27.9,25,1639434372
528,0,55.5,27.9,25,1639434423
529,0,55.5,27.9,25,1639434475
529,0,55.5,27.9,25,1639434526
528,0,55.5,27.9,25,1639434577
523,0,55.4,27.9,25,1639434628
520,0,55.4,27.9,26,1639434679
530,0,55.4,27.9,26,1639434729
526,0,55.3,27.9,27,1639434780
525,0,55.3,27.9,26,1639434831
526,0,55.3,27.9,25,1639434882
527,0,55.3,27.9,25,1639434933
524,0,55.3,27.9,26,1639434984
516,0,55.2,27.9,25,1639435035
524,0,55.2,27.9,26,1639435086
509,0,55.2,27.9,26,1639435136
507,0,55.2,27.9,26,1639435187
511,0,55.2,27.9,26,1639435241
515,0,55.2,27.9,26,1639435292
515,0,55.2,27.9,26,1639435342
516,0,55.2,27.9,26,1639435444
522,0,55.2,27.8,25,1639435495
519,0,55.3,27.9,26,1639435546
511,0,55.3,27.8,26,1639435597
533,0,55.4,27.9,27,1639435652
540,0,55.4,27.8,26,1639435706
544,0,55.5,27.8,26,1639435757
551,0,55.4,27.8,27,1639435808
552,0,55.5,27.8,26,1639435859
561,0,55.5,27.9,25,1639435909
577,0,55.6,27.8,27,1639436012
580,0,55.6,27.8,26,1639436063
598,0,55.6,27.8,27,1639436113
588,0,55.6,27.9,27,1639436164
592,0,55.6,27.9,27,1639436215
592,0,55.6,27.9,27,1639436266
601,0,55.6,27.9,26,1639436317
593,0,55.6,27.9,25,1639436368
587,0,55.6,27.9,27,1639436419
602,0,55.6,27.9,26,1639436470
605,0,55.6,27.9,26,1639436521
592,0,55.6,27.9,26,1639436572
597,0,55.6,27.9,27,1639436623
600,0,55.6,27.9,26,1639436673
602,0,55.6,27.9,26,1639436725
605,0,55.5,27.9,26,1639436776
580,0,55.5,27.9,25,1639436827
566,0,55.4,27.9,25,1639436878
583,0,55.5,27.9,25,1639436929
590,0,55.6,27.9,26,1639436979
595,0,55.5,27.9,26,1639437030
596,0,55.8,27.9,26,1639437203
586,0,55.7,27.9,26,1639437253
594,0,55.7,27.9,27,1639437304
590,0,55.6,27.9,25,1639437355
590,0,55.6,27.9,25,1639437406
587,0,55.6,27.9,25,1639437457
585,0,55.5,27.9,25,1639437507
604,0,55.5,28.0,26,1639437558
590,0,55.5,27.9,25,1639437609
596,0,55.6,28.0,24,1639437660
588,0,55.6,28.0,24,1639437711
587,0,55.5,28.0,24,1639437762
584,0,55.6,27.9,25,1639437813
593,0,55.6,28.0,24,1639437864
587,0,55.7,28.0,25,1639437914
588,0,55.6,28.0,25,1639437965
587,0,55.6,28.0,25,1639438016
593,0,55.6,28.0,25,1639438067
588,0,55.6,28.0,25,1639438118
585,0,55.7,28.0,25,1639438169
587,0,55.7,28.0,25,1639438220
584,0,55.8,28.0,25,1639438271
592,0,55.9,28.0,25,1639438321
601,0,56.0,28.0,25,1639438372
600,0,56.0,28.0,25,1639438423
608,0,56.0,28.0,25,1639438474
608,0,56.0,28.0,24,1639438525
604,0,56.0,28.0,25,1639438576
603,0,56.1,28.0,25,1639438627
607,0,56.1,28.0,25,1639438678
608,0,56.1,28.0,25,1639438729
610,0,56.1,28.0,25,1639438780
624,0,56.1,28.0,25,1639438830
622,0,56.1,28.0,24,1639438881
624,0,56.1,28.0,25,1639438932
623,0,56.1,28.0,25,1639438983
606,0,55.9,28.0,25,1639439034
605,0,55.9,28.0,26,1639439085
598,0,55.9,28.0,25,1639439136
601,0,55.9,27.9,25,1639439186
606,0,56.0,27.9,25,1639439237
599,0,56.0,27.9,26,1639439288
600,0,56.1,27.9,25,1639439339
599,0,56.1,27.9,25,1639439390
590,0,56.1,27.9,25,1639439441
606,0,56.2,27.9,25,1639439492
609,0,56.2,27.9,24,1639439543
597,0,56.2,27.8,25,1639439594
607,0,56.3,27.8,25,1639439645
613,0,56.2,27.8,25,1639439696
610,0,56.3,27.8,26,1639439747
612,0,56.2,27.8,25,1639439797
613,0,56.3,27.8,24,1639439848
614,0,56.2,27.8,25,1639439899
614,0,56.3,27.8,25,1639439950
620,0,56.3,27.8,25,1639440001
613,0,56.3,27.8,25,1639440052
616,0,56.3,27.8,25,1639440103
617,0,56.4,27.8,25,1639440153
614,0,56.4,27.8,25,1639440204
628,0,56.4,27.8,25,1639440255
629,0,56.3,27.8,24,1639440306
621,0,56.3,27.7,25,1639440357
622,0,56.3,27.7,25,1639440408
620,0,56.3,27.7,24,1639440459
616,0,56.3,27.7,25,1639440510
621,0,56.3,27.7,25,1639440561
627,0,56.3,27.7,25,1639440612
627,0,56.3,27.7,25,1639440662
624,0,56.3,27.7,25,1639440713
624,0,56.3,27.7,26,1639440764
622,0,56.3,27.7,26,1639440815
616,0,56.2,27.7,25,1639440866
621,0,56.2,27.7,24,1639440917
608,0,56.1,27.6,24,1639440968
597,0,56.4,27.7,25,1639441019
601,0,56.8,27.6,25,1639441070
595,0,57.1,27.6,24,1639441121
605,0,57.2,27.6,24,1639441172
595,0,57.3,27.6,24,1639441223
605,0,57.3,27.6,25,1639441274
595,0,57.4,27.6,25,1639441325
607,0,57.4,27.6,25,1639441376
600,0,57.4,27.6,25,1639441427
601,0,57.4,27.6,24,1639441478
603,0,57.3,27.6,24,1639441528
601,0,58.1,27.6,24,1639441701
605,0,58.2,27.6,25,1639441751
605,0,58.3,27.6,24,1639441802
597,0,58.4,27.6,25,1639441853
598,0,58.2,27.6,24,1639441904
598,0,58.2,27.6,24,1639441955
592,0,58.1,27.6,25,1639442006
592,0,58.0,27.6,25,1639442057
598,0,58.0,27.5,24,1639442107
595,0,58.0,27.6,24,1639442158
610,0,58.0,27.6,24,1639442209
600,0,57.9,27.6,24,1639442260
600,0,57.8,27.5,25,1639442311
602,0,57.8,27.6,24,1639442362
597,0,57.7,27.6,24,1639442413
606,0,57.7,27.6,24,1639442464
597,0,57.6,27.6,24,1639442515
597,0,57.6,27.6,24,1639442565
601,0,57.6,27.6,24,1639442616
603,0,57.6,27.6,23,1639442667
605,0,57.5,27.6,24,1639442718
612,0,57.5,27.6,24,1639442769
616,0,57.6,27.6,25,1639442820
611,0,57.6,27.6,25,1639442871
626,0,57.7,27.6,24,1639442922
623,0,57.6,27.6,24,1639442973
621,0,57.7,27.6,25,1639443024
633,0,57.7,27.6,24,1639443075
620,0,57.7,27.6,25,1639443125
624,0,57.7,27.6,24,1639443176
621,0,57.6,27.6,24,1639443227
627,0,57.6,27.6,25,1639443278
626,0,57.5,27.6,25,1639443329
623,0,57.5,27.6,25,1639443380
620,0,57.5,27.6,25,1639443431
626,0,57.6,27.6,25,1639443482
619,0,57.5,27.6,25,1639443533
618,0,57.5,27.6,24,1639443584
620,0,57.4,27.6,25,1639443635
604,0,57.4,27.6,25,1639443686
612,0,57.3,27.7,24,1639443737
617,0,57.3,27.7,24,1639443788
635,0,57.1,27.7,25,1639443840
624,0,57.0,27.7,25,1639443891
615,0,56.9,27.7,24,1639443942
626,0,56.9,27.7,24,1639443993
622,0,56.9,27.8,25,1639444044
623,0,56.8,27.8,25,1639444095
618,0,56.7,27.8,24,1639444146
619,0,56.6,27.8,24,1639444197
623,0,56.6,27.8,24,1639444248
618,0,56.5,27.8,26,1639444299
615,0,56.5,27.8,25,1639444350
599,0,56.4,27.8,26,1639444400
580,0,56.2,27.8,25,1639444451
573,0,56.2,27.8,25,1639444502
589,0,56.1,27.8,25,1639444554
595,0,56.1,27.8,24,1639444605
585,0,56.0,27.8,25,1639444656
574,0,56.0,27.8,25,1639444707
586,0,56.0,27.8,24,1639444758
578,0,56.0,27.9,24,1639444809
577,0,56.0,27.8,24,1639444860
580,0,56.0,27.9,25,1639444910
571,0,56.0,27.9,24,1639444962
582,0,55.9,27.9,24,1639445014
587,0,55.9,27.9,23,1639445064
606,0,56.0,27.9,24,1639445115
607,0,55.9,27.9,24,1639445166
617,0,55.9,27.9,24,1639445217
629,0,56.0,27.9,24,1639445268
634,0,56.0,27.9,24,1639445319
627,0,56.0,27.9,23,1639445370
643,0,56.0,27.9,24,1639445421
640,0,56.0,27.9,24,1639445471
647,0,56.0,27.9,24,1639445522
658,0,56.0,27.9,24,1639445573
646,0,56.0,27.9,24,1639445624
648,0,56.0,27.9,25,1639445675
661,0,56.0,27.9,24,1639445726
655,0,56.0,27.9,24,1639445778
657,0,55.9,27.9,24,1639445829
649,0,55.9,27.9,24,1639445879
652,0,56.0,27.9,25,1639445930
669,0,56.0,27.9,24,1639445981
669,0,56.0,27.9,24,1639446032
662,0,55.9,27.9,24,1639446083
650,0,55.9,27.9,24,1639446134
648,1,55.9,27.9,25,1639446185
642,1,55.9,27.9,24,1639446235
655,1,55.9,27.9,23,1639446286
653,1,55.9,27.9,25,1639446337
651,1,55.9,28.0,24,1639446388
659,1,55.9,28.0,24,1639446440
663,0,55.9,28.0,24,1639446491
671,0,55.9,28.0,24,1639446542
664,0,55.9,28.0,24,1639446593
667,0,55.9,27.9,24,1639446643
665,0,55.9,28.0,24,1639446694
665,0,55.9,28.0,24,1639446745
662,0,55.9,28.0,23,1639446797
654,0,55.8,28.0,24,1639446848
664,0,55.9,28.0,24,1639446899
653,0,55.9,28.0,24,1639446950
652,0,55.8,28.0,23,1639447001
642,0,55.7,28.0,23,1639447052
646,0,55.7,28.0,23,1639447103
643,0,55.7,28.0,23,1639447154
645,0,55.7,28.0,24,1639447205
647,0,55.8,28.0,23,1639447255
651,0,55.8,28.0,24,1639447309
659,0,55.8,28.0,24,1639447361
645,0,55.7,28.0,25,1639447412
658,0,55.7,28.0,24,1639447463
651,0,55.7,28.0,24,1639447514
655,0,55.8,28.0,24,1639447565
653,0,55.7,28.0,24,1639447615
644,0,55.6,28.0,24,1639447666
640,0,55.6,28.0,24,1639447717
641,0,55.6,28.0,23,1639447768
638,0,55.6,28.0,23,1639447819
635,0,55.6,28.0,23,1639447870
632,0,55.5,28.1,24,1639447921
637,0,55.5,28.0,23,1639447971
625,0,55.4,28.0,24,1639448022
623,1,55.4,28.0,24,1639448073
632,1,55.5,28.1,24,1639448124
640,1,55.4,28.1,24,1639448175
633,1,55.4,28.1,24,1639448226
633,1,55.4,28.0,24,1639448277
638,1,55.3,28.1,24,1639448327
624,1,55.3,28.1,24,1639448378
615,0,55.2,28.1,24,1639448430
613,0,55.1,28.1,24,1639448480
615,0,55.1,28.1,24,1639448531
618,0,55.1,28.1,23,1639448582
621,0,55.1,28.1,23,1639448633
627,0,55.0,28.1,23,1639448684
621,0,55.0,28.1,23,1639448735
618,0,55.0,28.1,23,1639448785
609,0,54.9,28.1,23,1639448836
612,0,54.9,28.1,23,1639448887
615,0,54.8,28.1,24,1639448938
623,0,54.8,28.1,24,1639448989
617,0,54.8,28.1,23,1639449042
625,0,54.8,28.1,23,1639449093
622,0,54.7,28.1,25,1639449145
614,0,54.7,28.1,25,1639449195
610,0,54.7,28.1,23,1639449246
615,0,54.7,28.1,25,1639449297
615,0,54.8,28.1,25,1639449348
611,0,54.7,28.1,25,1639449399
607,0,54.7,28.1,25,1639449450
614,0,54.8,28.1,25,1639449501
643,0,54.9,28.1,25,1639449552
655,0,54.9,28.1,25,1639449602
644,0,54.8,28.1,26,1639449653
619,0,54.7,28.1,26,1639449704
605,0,54.7,28.1,26,1639449755
615,0,54.7,28.2,25,1639449806
603,0,54.7,28.2,25,1639449857
597,0,54.6,28.2,25,1639449908
597,0,54.6,28.1,25,1639449959
586,0,54.6,28.1,25,1639450009
587,0,54.6,28.2,26,1639450060
585,0,54.6,28.2,26,1639450111
592,0,54.6,28.1,25,1639450162
588,0,54.6,28.1,25,1639450213
590,0,54.6,28.1,25,1639450264
586,0,54.6,28.1,25,1639450315
578,0,54.6,28.1,25,1639450366
594,0,54.6,28.2,25,1639450417
606,0,54.6,28.1,25,1639450468
595,1,54.6,28.1,25,1639450519
591,1,54.6,28.1,25,1639450570
609,1,54.7,28.2,24,1639450622
604,1,54.7,28.1,25,1639450673
593,1,54.6,28.2,24,1639450724
594,1,54.6,28.2,24,1639450774
597,1,54.6,28.2,24,1639450825
596,1,54.6,28.2,25,1639450876
594,1,54.6,28.2,24,1639450927
608,1,54.6,28.2,23,1639450978
614,1,54.7,28.2,24,1639451029
616,0,54.7,28.2,23,1639451080
617,0,54.7,28.1,24,1639451131
610,0,54.7,28.1,24,1639451182
604,0,54.7,28.2,24,1639451232
594,0,54.7,28.1,24,1639451283
606,0,54.7,28.1,24,1639451334
592,0,54.7,28.2,24,1639451385
597,0,54.7,28.2,24,1639451436
590,0,54.6,28.1,23,1639451487
583,0,54.6,28.2,24,1639451538
589,0,54.6,28.1,25,1639451589
594,0,54.6,28.2,23,1639451640
586,0,54.6,28.1,24,1639451691
579,0,54.6,28.2,24,1639451741
572,0,54.5,28.2,24,1639451792
571,0,54.5,28.2,23,1639451843
587,0,54.6,28.2,23,1639451894
582,0,54.5,28.2,24,1639451945
578,0,54.5,28.2,24,1639451996
573,0,54.4,28.2,25,1639452047
564,0,54.4,28.2,24,1639452098
578,0,54.4,28.2,24,1639452149
579,0,54.5,28.2,24,1639452199
591,0,54.6,28.2,24,1639452250
584,0,54.6,28.2,24,1639452301
571,0,54.5,28.2,24,1639452352
576,0,54.6,28.2,24,1639452403
581,0,54.6,28.2,24,1639452454
585,0,54.6,28.2,23,1639452505
582,0,54.5,28.2,23,1639452556
574,0,54.5,28.2,24,1639452607
579,0,54.5,28.2,23,1639452658
577,0,54.4,28.2,24,1639452709
558,0,54.4,28.2,24,1639452760
568,0,54.3,28.2,23,1639452811
555,0,54.4,28.2,23,1639452861
570,0,54.4,28.2,23,1639452912
566,0,54.3,28.3,23,1639452964
565,0,54.3,28.2,24,1639453014
570,0,54.2,28.2,22,1639453065
562,0,54.2,28.2,23,1639453116
547,0,54.3,28.3,24,1639453289
568,0,54.3,28.3,24,1639453340
576,0,54.2,28.3,23,1639453391
569,0,54.2,28.3,22,1639453442
569,0,54.1,28.3,22,1639453503
565,0,54.1,28.3,23,1639453553
572,0,54.1,28.3,23,1639453604
570,0,54.1,28.3,23,1639453655
568,0,54.1,28.3,23,1639453706
576,0,54.1,28.3,22,1639453757
572,0,54.2,28.3,23,1639453808
583,0,54.2,28.3,23,1639453859
570,0,54.2,28.3,23,1639453910
577,0,54.3,28.3,23,1639453961
579,0,54.3,28.3,22,1639454011
582,0,54.3,28.3,23,1639454062
591,0,54.3,28.3,22,1639454113
587,0,54.3,28.3,23,1639454164
578,0,54.3,28.3,22,1639454215
573,0,54.3,28.3,21,1639454266
571,0,54.2,28.4,22,1639454317
575,0,54.2,28.4,22,1639454367
567,0,54.2,28.4,22,1639454418
579,0,54.2,28.3,22,1639454469
575,0,54.2,28.4,22,1639454520
583,0,54.2,28.4,22,1639454571
588,0,54.2,28.4,21,1639454622
590,0,54.3,28.3,21,1639454673
586,0,54.2,28.4,22,1639454724
579,0,54.2,28.3,22,1639454775
579,0,54.2,28.4,21,1639454825
573,0,54.2,28.4,21,1639454876
576,0,54.2,28.4,22,1639454978
581,0,54.2,28.4,21,1639455029
574,0,54.2,28.4,21,1639455080
568,0,54.2,28.4,21,1639455131
571,0,54.2,28.4,21,1639455182
574,0,54.2,28.4,21,1639455233
570,0,54.2,28.4,22,1639455284
567,0,54.2,28.4,21,1639455335
571,0,54.2,28.4,21,1639455386
570,0,54.1,28.4,21,1639455437
574,0,54.1,28.4,21,1639455488
570,0,54.2,28.3,22,1639455539
568,0,54.2,28.4,21,1639455590
559,0,54.2,28.4,20,1639455641
563,0,54.1,28.4,20,1639455692
556,0,54.1,28.4,20,1639455743
550,0,54.1,28.4,20,1639455794
555,0,54.0,28.4,20,1639455845
538,0,53.9,28.4,21,1639455897
543,0,53.9,28.4,21,1639455948
532,0,53.8,28.4,20,1639455998
526,0,53.8,28.3,21,1639456049
525,0,53.7,28.4,20,1639456100
527,0,53.7,28.3,20,1639456151
526,0,53.7,28.4,21,1639456202
520,0,53.7,28.4,19,1639456253
528,0,53.7,28.4,20,1639456304
535,0,53.7,28.4,19,1639456355
531,0,53.7,28.3,20,1639456406
532,0,53.7,28.4,20,1639456457
532,0,53.6,28.4,20,1639456509
527,0,53.7,28.4,19,1639456560
532,0,53.6,28.4,20,1639456611
532,0,53.6,28.4,20,1639456662
532,0,53.6,28.4,20,1639456713
532,0,53.6,28.4,20,1639456764
528,0,53.6,28.4,20,1639456815
526,0,53.6,28.4,20,1639456866
523,0,53.6,28.4,19,1639456917
521,0,53.6,28.4,19,1639456968
518,0,53.6,28.4,20,1639457019
520,0,53.6,28.4,20,1639457071
526,0,53.6,28.4,20,1639457122
523,0,53.6,28.4,19,1639457173
524,0,53.6,28.4,19,1639457224
526,0,53.6,28.4,20,1639457275
523,0,53.6,28.4,19,1639457326
521,0,53.6,28.4,20,1639457377
521,0,53.5,28.4,20,1639457428
520,0,53.5,28.4,20,1639457479
519,0,53.5,28.4,20,1639457529
515,0,53.5,28.4,20,1639457580
510,0,53.5,28.4,20,1639457631
508,0,53.5,28.4,21,1639457682
505,0,53.5,28.4,21,1639457733
505,0,53.5,28.4,21,1639457784
506,0,53.5,28.4,20,1639457835
504,0,53.4,28.5,20,1639457886
495,0,53.5,28.5,21,1639457936
499,0,53.4,28.5,20,1639457987
495,0,53.4,28.5,20,1639458038
499,0,53.4,28.5,20,1639458089
498,0,53.4,28.5,20,1639458140
493,0,53.4,28.5,20,1639458191
496,0,53.4,28.5,21,1639458242
493,0,53.4,28.5,20,1639458293
493,0,53.4,28.5,21,1639458343
493,0,53.4,28.5,20,1639458395
502,0,53.4,28.5,20,1639458446
501,0,53.4,28.5,20,1639458497
502,0,53.5,28.5,21,1639458548
511,0,53.5,28.5,20,1639458599
498,0,53.5,28.5,20,1639458650
509,0,53.5,28.5,20,1639458701
513,0,53.6,28.5,20,1639458751
525,0,53.6,28.5,20,1639458804
521,0,53.6,28.5,20,1639458854
520,0,53.6,28.5,20,1639458905
518,0,53.7,28.6,20,1639459007
516,0,53.7,28.5,21,1639459058
517,0,53.8,28.5,20,1639459109
513,0,53.8,28.5,20,1639459160
509,0,53.8,28.6,20,1639459211
504,0,53.9,28.5,21,1639459263
520,0,54.0,28.5,22,1639459314
533,0,54.0,28.5,21,1639459364
521,0,54.0,28.6,22,1639459415
518,0,54.0,28.5,21,1639459466
508,0,54.0,28.6,21,1639459517
501,0,54.0,28.6,22,1639459572
500,0,54.0,28.5,21,1639459623
494,0,54.0,28.6,22,1639459674
500,0,54.0,28.6,22,1639459725
487,0,54.0,28.6,21,1639459776
491,0,54.0,28.5,23,1639459827
500,0,54.1,28.6,22,1639459878
495,0,54.1,28.6,21,1639459928
504,0,54.1,28.6,22,1639459980
501,0,54.1,28.6,22,1639460031
506,0,54.1,28.6,22,1639460082
511,0,54.2,28.6,22,1639460133
513,0,54.2,28.6,23,1639460184
511,0,54.2,28.6,22,1639460235
518,0,54.2,28.6,22,1639460286
513,0,54.2,28.6,23,1639460337
506,0,54.1,28.6,23,1639460388
502,0,54.1,28.6,23,1639460438
505,0,54.2,28.6,22,1639460490
507,0,54.2,28.6,22,1639460541
515,0,54.2,28.6,22,1639460592
533,0,54.3,28.6,21,1639460642
534,0,54.3,28.6,23,1639460693
535,0,54.3,28.6,22,1639460744
539,0,54.3,28.6,23,1639460795
536,0,54.3,28.6,22,1639460846
537,0,54.3,28.6,22,1639460897
547,0,54.4,28.6,22,1639460948
558,0,54.4,28.6,21,1639460999
554,0,54.4,28.6,22,1639461050
563,0,54.4,28.6,22,1639461101
556,0,54.4,28.6,22,1639461152
545,0,54.4,28.6,21,1639461203
546,0,54.4,28.6,22,1639461254
555,0,54.4,28.6,22,1639461305
